"","plotid","Date","species","cluster","tag","status","stemestdbh","stemslc","stemdbh2012","X","Y","dbh04","dbh05","dbh12","slc10","umcact10","osSR11","usSR11","cover11","rdays2010","amou2010","rsAvgPrec","rsTotPrec","rsAvgTmin","rsAvgTmax","slope","aspect","elev","tmi","psiAvg","d2c","rs10pBelow0","rs10pBelow10","rs10pBelow5","rs10pBelow4","rs10pBelow8","rs10p5_15","rs10p5_20","rs10p5_10","rs10p8_16","rs10p20_25","rs10p14_26","rs10p15_20","rs10pAbove18","rs10pAbove22","rs10pAbove26","rs10pAbove30","rs10p10_15","rs10avgTemp","rs10avgTmax","rs10avgTmin"
"518","BELTA04",2010-05-14,"UMCA","G","4948","Alive",2.5,10,3.1,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"519","BELTA04",2010-05-14,"UMCA","F","4949","Alive",3,8,3.6,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"520","BELTA04",2010-05-14,"UMCA","E","4950","Alive",2.200000048,29,2.3,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"521","BELTA04",2010-05-14,"UMCA","E","4951","Alive",2.700000048,12,3.3,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"522","BELTA04",2010-05-14,"UMCA","E","4952","Alive",4.699999809,44,6.2,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"523","BELTA04",2010-05-14,"UMCA","D","4953","Alive",5.199999809,10,6.3,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"524","BELTA04",2010-05-14,"UMCA","C","4954","Alive",5.599999905,23,6.4,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"525","BELTA04",2010-05-14,"UMCA","J","711","Alive",3.700000048,88,4.1,544631,4251425,125.9,125.9,147,421,14,6,16,80,98,30.2900009155273,137.562255285714,962.935787,4.77349057142857,17.0209764285714,27.0670067129905,137.204404520376,382.127075195312,4.93957832167105,5542.35831705729,29036.538788,0.006191241,0.659825728,0.114767255,0.075670718,0.420660399,0.795345104,0.863907361,0.545058473,0.50836964,0.021325384,0.118321486,0.068562256,0.039669801,0.009516166,0,0.006191241,0.250286632,9.194817129,13.3856179245283,5.86561320754717
"526","BELTA08",2010-05-14,"UMCA","C","2112","Alive",5.199999809,58,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","BELTA08",2010-05-14,"UMCA","L","2700","Alive",4,92,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","BELTA08",2010-05-14,"UMCA","H","4912","Alive",9.199999809,125,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","BELTA08",2010-05-14,"UMCA","J","4920","Alive",6.099999905,19,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","BELTA08",2010-05-14,"UMCA","I","4921","Alive",2.599999905,34,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","BELTA08",2010-05-14,"UMCA","I","4922","Alive",3.599999905,33,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","BELTA08",2010-05-14,"UMCA","G","4923","Alive",10.60000038,2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","BELTA08",2010-05-14,"UMCA","G","4924","Alive",8.399999619,4,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","BELTA08",2010-05-14,"UMCA","G","4925","Alive",11.5,6,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","BELTA08",2010-05-14,"UMCA","F","4926","Alive",8.100000381,128,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","BELTA08",2010-05-14,"UMCA","F","4927","Alive",9.5,10,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","BELTA08",2010-05-14,"UMCA","F","4928","Alive",4.900000095,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","BELTA08",2010-05-14,"UMCA","F","4929","Alive",6.900000095,58,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","BELTA08",2010-05-14,"UMCA","D","4930","Alive",6.699999809,27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","BELTA08",2010-05-14,"UMCA","D","4931","Alive",2.400000095,123,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","BELTA08",2010-05-14,"UMCA","E","4933","Alive",6.400000095,95,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","BELTA08",2010-05-14,"UMCA","A","4934","Alive",2.200000048,41,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","BELTA08",2010-05-14,"UMCA","K","4963","Alive",5.5,43,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","BELTA08",2010-05-14,"UMCA","L","4964","Alive",14.39999962,28,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","BELTA08",2010-05-14,"UMCA","C","4965","Alive",3.5,41,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","BELTA08",2010-05-14,"UMCA","H","4967","Alive",2.799999952,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","BELTA08",2010-05-14,"UMCA","H","4968","Alive",5.099999905,174,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","BELTA08",2010-05-14,"UMCA","K","4969","Alive",7.699999809,108,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","BELTA08",2010-05-14,"UMCA","B","4972","Alive",5.800000191,90,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","BELTA08",2010-05-14,"UMCA","C","4973","Alive",7.900000095,20,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","BELTA08",2010-05-14,"UMCA","D","4974","Alive",9.100000381,34,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","BELTA08",2010-05-14,"UMCA","H","4976","Alive",8.300000191,40,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","BELTA08",2010-05-14,"UMCA","L","4977","Alive",10.5,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","BELTA08",2010-05-14,"UMCA","M","4984","Alive",10.89999962,39,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","BELTA08",2010-05-14,"UMCA","O","6056","Alive",13.5,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","BERGE01",2010-05-21,"UMCA","I","1794","Alive",3.299999952,132,3.7,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"557","BERGE01",2010-05-21,"UMCA","AA","1795","Alive",7.400000095,135,7.9,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"558","BERGE01",2010-05-21,"UMCA","O","2759","Alive",4.800000191,8,4.5,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"559","BERGE01",2010-05-21,"UMCA","O","2760","Alive",4.300000191,18,7.8,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"560","BERGE01",2010-05-21,"UMCA","S","2761","Alive",9.5,21,10.8,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"561","BERGE01",2010-05-21,"UMCA","U","2762","Alive",15.10000038,31,15.3,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"562","BERGE01",2010-05-21,"UMCA","U","2763","Alive",10.60000038,43,10.9,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"563","BERGE01",2010-05-21,"UMCA","X","2764","Alive",14.5,34,15.4,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"564","BERGE01",2010-05-21,"UMCA","AA","2765","Alive",6.699999809,116,7.7,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"565","BERGE01",2010-05-21,"UMCA","EE","2767","Alive",10.80000019,30,11.3,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"566","BERGE01",2010-05-21,"UMCA","HH","2768","Alive",5.099999905,64,6.1,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"567","BERGE01",2010-05-21,"UMCA","LL","2769","Alive",3.099999905,110,3.8,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"568","BERGE01",2010-05-21,"UMCA","PP","2770","Alive",14.60000038,97,13.5,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"569","BERGE01",2010-05-21,"UMCA","A","3605","Alive",4.5,13,4.7,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"570","BERGE01",2010-05-21,"UMCA","B","3606","Alive",9.399999619,24,11,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"571","BERGE01",2010-05-21,"UMCA","C","3607","Alive",8.699999809,21,9.3,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"572","BERGE01",2010-05-21,"UMCA","D","3609","Alive",5.599999905,22,5.6,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"573","BERGE01",2010-05-21,"UMCA","E","3610","Alive",12.5,25,13,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"574","BERGE01",2010-05-21,"UMCA","E","3611","Alive",10,23,10.7,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"575","BERGE01",2010-05-21,"UMCA","F","3612","Alive",10.10000038,18,10.7,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"576","BERGE01",2010-05-21,"UMCA","G","3613","Alive",5.300000191,25,5.3,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"577","BERGE01",2010-05-21,"UMCA","H","3614","Alive",7.099999905,0,7,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
"578","BERGE01",2010-05-21,"UMCA","H","3615","Alive",2.599999905,46,2.9,537633,4246497,428.9,428.9,469.7,2168,51,6,13,75,87,33.9300003051758,138.250500142857,967.753501,4.429562,17.5572142857143,15.4520107026761,60.1269510803056,258.094055175781,8.75976955785128,4431.39636230469,27205.726679,0.004013301,0.613347093,0.075335397,0.037610366,0.368650384,0.824561404,0.902190116,0.538011696,0.55463823,0.021901158,0.129113634,0.077628712,0.043114322,0.00917326,0,0.004013301,0.286549708,9.67713198,13.4589433962264,6.58240566037736
