"","plotid","species","year","live_count","live_avg_dbh","live_tot_dbh","dead_count","dead_avg_dbh","dead_tot_dbh","all_live_count","all_live_dbh","rel_dens","rel_dom","imp_value"
"1184","doman01","quag",2011,6,NA,NA,NA,NA,NA,19,0,0.315789473684211,NA,NA
"1185","doman01","quag",2012,6,11.1,66.6,NA,NA,NA,25,164.3,0.24,0.405356055995131,0.322678027997565
"1186","doman01","quag",2014,11,7.75454545454545,85.3,NA,NA,NA,36,284.9,0.305555555555556,0.299403299403299,0.302479427479427
"1187","doman01","umca",2004,11,2.14545454545455,23.6,NA,NA,NA,14,67.4,0.785714285714286,0.350148367952522,0.567931326833404
"1188","doman01","umca",2005,11,NA,NA,NA,NA,NA,21,120.3,0.523809523809524,NA,NA
"1189","doman01","umca",2006,11,NA,NA,NA,NA,NA,14,0,0.785714285714286,NA,NA
"1190","doman01","umca",2007,11,NA,NA,NA,NA,NA,14,0,0.785714285714286,NA,NA
"1191","doman01","umca",2008,12,NA,NA,NA,NA,NA,15,0,0.8,NA,NA
"1192","doman01","umca",2009,11,NA,NA,NA,NA,NA,14,0,0.785714285714286,NA,NA
"1193","doman01","umca",2010,13,NA,NA,NA,NA,NA,16,0,0.8125,NA,NA
"1194","doman01","umca",2011,13,NA,NA,NA,NA,NA,19,0,0.684210526315789,NA,NA
"1195","doman01","umca",2012,19,5.14210526315789,97.7,NA,NA,NA,25,164.3,0.76,0.594643944004869,0.677321972002435
"1196","doman01","umca",2014,19,5.2,98.8,NA,NA,NA,36,284.9,0.527777777777778,0.346788346788347,0.437283062283062
"1197","duer01","quag",2003,2,NA,NA,NA,NA,NA,2,0,1,NA,NA
"1198","eliot01","quag",2004,3,59.6666666666667,179,NA,NA,NA,7,244.2,0.428571428571429,0.733005733005733,0.580788580788581
"1199","eliot01","quag",2005,3,NA,NA,NA,NA,NA,8,31.5,0.375,NA,NA
"1200","eliot01","quag",2006,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"1201","eliot01","quag",2007,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"1202","eliot01","quag",2008,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"1203","eliot01","quag",2009,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"1204","eliot01","quag",2010,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"1205","eliot01","quag",2011,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"1206","eliot01","quag",2012,3,61.4333333333333,184.3,NA,NA,NA,7,253.8,0.428571428571429,0.726162332545311,0.57736688055837
"1207","eliot01","quag",2014,3,61.7333333333333,185.2,NA,NA,NA,9,295.5,0.333333333333333,0.62673434856176,0.480033840947547
"1208","eliot01","umca",2004,4,16.3,65.2,NA,NA,NA,7,244.2,0.571428571428571,0.266994266994267,0.419211419211419
"1209","eliot01","umca",2005,4,NA,NA,NA,NA,NA,8,31.5,0.5,NA,NA
"1210","eliot01","umca",2006,4,NA,NA,NA,NA,NA,7,0,0.571428571428571,NA,NA
"1211","eliot01","umca",2007,4,NA,NA,NA,NA,NA,7,0,0.571428571428571,NA,NA
"1212","eliot01","umca",2008,4,NA,NA,NA,NA,NA,7,0,0.571428571428571,NA,NA
"1213","eliot01","umca",2009,4,NA,NA,NA,NA,NA,7,0,0.571428571428571,NA,NA
"1214","eliot01","umca",2010,4,NA,NA,NA,NA,NA,7,0,0.571428571428571,NA,NA
"1215","eliot01","umca",2011,4,NA,NA,NA,NA,NA,7,0,0.571428571428571,NA,NA
"1216","eliot01","umca",2012,4,17.375,69.5,NA,NA,NA,7,253.8,0.571428571428571,0.273837667454689,0.42263311944163
"1217","eliot01","umca",2014,4,17.75,71,NA,NA,NA,9,295.5,0.444444444444444,0.240270727580372,0.342357586012408
"1218","ferra01","quag",2003,3,NA,NA,NA,NA,NA,4,0,0.75,NA,NA
"1219","ferra01","quag",2005,4,19.875,79.5,NA,NA,NA,58,295.4,0.0689655172413793,0.269126607989167,0.169046062615273
"1220","ferra01","quag",2006,4,NA,NA,NA,NA,NA,52,0,0.0769230769230769,NA,NA
"1221","ferra01","quag",2007,4,NA,NA,NA,NA,NA,52,0,0.0769230769230769,NA,NA
"1222","ferra01","quag",2008,4,NA,NA,NA,NA,NA,49,0,0.0816326530612245,NA,NA
"1223","ferra01","quag",2009,4,NA,NA,NA,NA,NA,49,0,0.0816326530612245,NA,NA
"1224","ferra01","quag",2010,4,NA,NA,NA,NA,NA,51,0,0.0784313725490196,NA,NA
"1225","ferra01","quag",2011,4,NA,NA,NA,NA,NA,51,0,0.0784313725490196,NA,NA
"1226","ferra01","quag",2012,4,20.05,80.2,NA,NA,NA,49,389.4,0.0816326530612245,0.205957883923986,0.143795268492605
"1227","ferra01","quag",2014,2,13.15,26.3,2,26.1,52.2,52,501.1,0.0384615384615385,0.0524845340251447,0.0454730362433416
"1228","ferra01","quke",2003,1,NA,NA,NA,NA,NA,4,0,0.25,NA,NA
"1229","ferra01","quke",2005,1,39.2,39.2,NA,NA,NA,58,295.4,0.0172413793103448,0.132701421800948,0.0749714005556464
"1230","ferra01","quke",2006,1,NA,NA,NA,NA,NA,52,0,0.0192307692307692,NA,NA
"1231","ferra01","quke",2007,1,NA,NA,NA,NA,NA,52,0,0.0192307692307692,NA,NA
"1232","ferra01","umca",2004,47,6.42553191489362,302,NA,NA,NA,47,302,1,1,1
"1233","ferra01","umca",2005,47,NA,NA,NA,NA,NA,58,295.4,0.810344827586207,NA,NA
"1234","ferra01","umca",2006,47,NA,NA,NA,NA,NA,52,0,0.903846153846154,NA,NA
"1235","ferra01","umca",2007,47,NA,NA,NA,NA,NA,52,0,0.903846153846154,NA,NA
"1236","ferra01","umca",2008,45,NA,NA,2,NA,NA,49,0,0.918367346938776,NA,NA
"1237","ferra01","umca",2009,45,NA,NA,2,NA,NA,49,0,0.918367346938776,NA,NA
"1238","ferra01","umca",2010,47,NA,NA,NA,NA,NA,51,0,0.92156862745098,NA,NA
"1239","ferra01","umca",2011,47,NA,NA,2,NA,NA,51,0,0.92156862745098,NA,NA
"1240","ferra01","umca",2012,45,6.87111111111111,309.2,5,NA,NA,49,389.4,0.918367346938776,0.794042116076014,0.856204731507395
"1241","ferra01","umca",2014,46,6.85217391304348,315.2,3,8.9,26.7,52,501.1,0.884615384615385,0.629016164438236,0.75681577452681
"1242","fop04","umca",2004,14,26.9142857142857,376.8,NA,NA,NA,14,376.8,1,1,1
"1243","fop04","umca",2005,14,NA,NA,NA,NA,NA,16,69.06,0.875,NA,NA
"1244","fop04","umca",2006,14,NA,NA,NA,NA,NA,14,0,1,NA,NA
"1245","fop04","umca",2007,14,NA,NA,NA,NA,NA,14,0,1,NA,NA
"1246","fop04","umca",2008,14,NA,NA,NA,NA,NA,14,0,1,NA,NA
"1247","fop04","umca",2009,14,NA,NA,NA,NA,NA,14,0,1,NA,NA
"1248","fop04","umca",2010,14,NA,NA,NA,NA,NA,14,0,1,NA,NA
"1249","fop04","umca",2011,14,NA,NA,NA,NA,NA,14,0,1,NA,NA
"1250","fop04","umca",2012,14,28.0571428571429,392.8,NA,NA,NA,14,392.8,1,1,1
"1251","fop04","umca",2014,14,28.1214285714286,393.7,NA,NA,NA,16,461.2,0.875,0.853642671292281,0.864321335646141
"1252","fop324","quag",2003,1,NA,NA,1,NA,NA,1,0,1,NA,NA
"1253","fop324","quag",2005,1,11.5,11.5,1,74.1,74.1,26,113.35,0.0384615384615385,0.101455668284076,0.0699586033728072
"1254","fop324","quag",2006,1,NA,NA,1,NA,NA,24,0,0.0416666666666667,NA,NA
"1255","fop324","quag",2007,1,NA,NA,1,NA,NA,24,0,0.0416666666666667,NA,NA
"1256","fop324","quag",2008,1,NA,NA,1,NA,NA,24,0,0.0416666666666667,NA,NA
"1257","fop324","quag",2009,1,NA,NA,1,NA,NA,24,0,0.0416666666666667,NA,NA
"1258","fop324","quag",2010,1,NA,NA,1,NA,NA,24,0,0.0416666666666667,NA,NA
"1259","fop324","quag",2011,1,NA,NA,1,NA,NA,25,0,0.04,NA,NA
"1260","fop324","quag",2012,1,11.9,11.9,1,62.1,62.1,24,413.6,0.0416666666666667,0.0287717601547389,0.0352192134107028
"1261","fop324","quag",2014,1,11.6,11.6,1,64.3,64.3,22,405.8,0.0454545454545455,0.0285855101034993,0.0370200277790224
"1262","fop324","umca",2004,24,15.6770833333333,376.25,NA,NA,NA,24,376.25,1,1,1
"1263","fop324","umca",2005,23,NA,NA,2,NA,NA,26,113.35,0.884615384615385,NA,NA
"1264","fop324","umca",2006,23,NA,NA,2,NA,NA,24,0,0.958333333333333,NA,NA
"1265","fop324","umca",2007,23,NA,NA,2,NA,NA,24,0,0.958333333333333,NA,NA
"1266","fop324","umca",2008,23,NA,NA,2,NA,NA,24,0,0.958333333333333,NA,NA
"1267","fop324","umca",2009,23,NA,NA,2,NA,NA,24,0,0.958333333333333,NA,NA
"1268","fop324","umca",2010,23,NA,NA,1,NA,NA,24,0,0.958333333333333,NA,NA
"1269","fop324","umca",2011,24,NA,NA,NA,NA,NA,25,0,0.96,NA,NA
"1270","fop324","umca",2012,23,17.4652173913043,401.7,1,NA,NA,24,413.6,0.958333333333333,0.971228239845261,0.964780786589297
"1271","fop324","umca",2014,20,17.335,346.7,NA,NA,NA,22,405.8,0.909090909090909,0.854361754558896,0.881726331824902
"1272","fop333","quag",2003,5,NA,NA,NA,NA,NA,5,0,1,NA,NA
"1273","fop333","quag",2005,5,27.28,136.4,NA,NA,NA,33,136.4,0.151515151515152,1,0.575757575757576
"1274","fop333","quag",2006,5,NA,NA,NA,NA,NA,33,0,0.151515151515152,NA,NA
"1275","fop333","quag",2007,5,NA,NA,NA,NA,NA,33,0,0.151515151515152,NA,NA
"1276","fop333","quag",2008,5,NA,NA,NA,NA,NA,33,0,0.151515151515152,NA,NA
"1277","fop333","quag",2009,5,NA,NA,NA,NA,NA,33,0,0.151515151515152,NA,NA
"1278","fop333","quag",2010,5,NA,NA,NA,NA,NA,33,0,0.151515151515152,NA,NA
"1279","fop333","quag",2011,6,NA,NA,NA,NA,NA,34,0,0.176470588235294,NA,NA
"1280","fop333","quag",2012,6,26.6166666666667,159.7,NA,NA,NA,35,816.1,0.171428571428571,0.195686803087857,0.183557687258214
"1281","fop333","quag",2014,6,26.7666666666667,160.6,NA,NA,NA,35,815.1,0.171428571428571,0.197031039136302,0.184229805282437
"1282","fop333","umca",2004,27,22.2222222222222,600,NA,NA,NA,27,600,1,1,1
"1283","fop333","umca",2005,28,NA,NA,2,NA,NA,33,136.4,0.848484848484849,NA,NA
"1284","fop333","umca",2006,28,NA,NA,3,NA,NA,33,0,0.848484848484849,NA,NA
"1285","fop333","umca",2007,28,NA,NA,2,NA,NA,33,0,0.848484848484849,NA,NA
"1286","fop333","umca",2008,28,NA,NA,2,NA,NA,33,0,0.848484848484849,NA,NA
"1287","fop333","umca",2009,28,NA,NA,2,NA,NA,33,0,0.848484848484849,NA,NA
"1288","fop333","umca",2010,28,NA,NA,3,NA,NA,33,0,0.848484848484849,NA,NA
"1289","fop333","umca",2011,28,NA,NA,3,NA,NA,34,0,0.823529411764706,NA,NA
"1290","fop333","umca",2012,29,22.6344827586207,656.4,2,7,14,35,816.1,0.828571428571429,0.804313196912143,0.816442312741786
"1291","fop333","umca",2014,29,22.5689655172414,654.5,3,9.66666666666667,29,35,815.1,0.828571428571429,0.802968960863698,0.815770194717563
"1292","fop340","quag",2003,8,NA,NA,NA,NA,NA,8,0,1,NA,NA
"1293","fop340","quag",2005,8,NA,NA,NA,NA,NA,17,175.67,0.470588235294118,NA,NA
"1294","fop340","quag",2006,8,NA,NA,NA,NA,NA,8,0,1,NA,NA
"1295","fop340","quag",2007,8,NA,NA,NA,NA,NA,8,0,1,NA,NA
"1296","fop340","quag",2008,5,NA,NA,NA,NA,NA,5,0,1,NA,NA
"1297","fop340","quag",2009,10,NA,NA,NA,NA,NA,10,0,1,NA,NA
"1298","fop340","quag",2010,10,NA,NA,NA,NA,NA,10,0,1,NA,NA
"1299","fop340","quag",2011,10,NA,NA,NA,NA,NA,10,0,1,NA,NA
"1300","fop340","quag",2012,10,26.32,263.2,NA,NA,NA,10,263.2,1,1,1
"1301","fop340","quag",2014,10,26.51,265.1,NA,NA,NA,19,500.6,0.526315789473684,0.529564522572913,0.527940156023298
"1302","fride01","quke",2004,11,18.4181818181818,202.6,1,14.2,14.2,14,209.8,0.785714285714286,0.965681601525262,0.875697943619774
"1303","fride01","quke",2005,10,NA,NA,2,NA,NA,16,64.6,0.625,NA,NA
"1304","fride01","quke",2006,11,NA,NA,1,NA,NA,14,0,0.785714285714286,NA,NA
"1305","fride01","quke",2007,10,NA,NA,2,NA,NA,13,0,0.769230769230769,NA,NA
"1306","fride01","quke",2008,9,NA,NA,2,NA,NA,12,0,0.75,NA,NA
"1307","fride01","quke",2009,11,NA,NA,1,NA,NA,14,0,0.785714285714286,NA,NA
"1308","fride01","quke",2010,9,NA,NA,3,NA,NA,12,0,0.75,NA,NA
"1309","fride01","quke",2011,9,NA,NA,3,NA,NA,12,0,0.75,NA,NA
"1310","fride01","quke",2012,10,20,200,3,13.5,40.5,13,211.3,0.769230769230769,0.946521533364884,0.857876151297827
"1311","fride01","quke",2014,8,20.1125,160.9,4,17.525,70.1,19,326.1,0.421052631578947,0.493406930389451,0.457229780984199
"1312","fride01","umca",2004,3,2.4,7.2,NA,NA,NA,14,209.8,0.214285714285714,0.0343183984747378,0.124302056380226
"1313","fride01","umca",2005,3,NA,NA,NA,NA,NA,16,64.6,0.1875,NA,NA
"1314","fride01","umca",2006,3,NA,NA,NA,NA,NA,14,0,0.214285714285714,NA,NA
"1315","fride01","umca",2007,3,NA,NA,NA,NA,NA,13,0,0.230769230769231,NA,NA
"1316","fride01","umca",2008,3,NA,NA,NA,NA,NA,12,0,0.25,NA,NA
"1317","fride01","umca",2009,3,NA,NA,NA,NA,NA,14,0,0.214285714285714,NA,NA
"1318","fride01","umca",2010,3,NA,NA,NA,NA,NA,12,0,0.25,NA,NA
"1319","fride01","umca",2011,3,NA,NA,NA,NA,NA,12,0,0.25,NA,NA
"1320","fride01","umca",2012,3,3.76666666666667,11.3,NA,NA,NA,13,211.3,0.230769230769231,0.0534784666351159,0.142123848702173
"1321","fride01","umca",2014,3,3.76666666666667,11.3,NA,NA,NA,19,326.1,0.157894736842105,0.0346519472554431,0.0962733420487742
"1322","ganay01","quag",2004,5,41.96,209.8,NA,NA,NA,6,211.9,0.833333333333333,0.990089664936291,0.911711499134812
"1323","ganay01","quag",2005,5,NA,NA,NA,NA,NA,6,0,0.833333333333333,NA,NA
"1324","ganay01","quag",2006,5,NA,NA,NA,NA,NA,6,0,0.833333333333333,NA,NA
"1325","ganay01","quag",2007,6,NA,NA,NA,NA,NA,7,0,0.857142857142857,NA,NA
"1326","ganay01","quag",2008,6,NA,NA,NA,NA,NA,7,0,0.857142857142857,NA,NA
"1327","ganay01","quag",2009,6,NA,NA,NA,NA,NA,7,0,0.857142857142857,NA,NA
"1328","ganay01","quag",2010,6,NA,NA,NA,NA,NA,7,0,0.857142857142857,NA,NA
"1329","ganay01","quag",2011,6,NA,NA,NA,NA,NA,7,0,0.857142857142857,NA,NA
"1330","ganay01","quag",2012,7,NA,NA,NA,NA,NA,8,2.5,0.875,NA,NA
"1331","ganay01","quag",2014,7,NA,NA,NA,NA,NA,16,89.9,0.4375,NA,NA
"1332","ganay01","umca",2004,1,2.1,2.1,NA,NA,NA,6,211.9,0.166666666666667,0.0099103350637093,0.088288500865188
"1333","ganay01","umca",2005,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"1334","ganay01","umca",2006,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"1335","ganay01","umca",2007,1,NA,NA,NA,NA,NA,7,0,0.142857142857143,NA,NA
"1336","ganay01","umca",2008,1,NA,NA,NA,NA,NA,7,0,0.142857142857143,NA,NA
"1337","ganay01","umca",2009,1,NA,NA,NA,NA,NA,7,0,0.142857142857143,NA,NA
"1338","ganay01","umca",2010,1,NA,NA,NA,NA,NA,7,0,0.142857142857143,NA,NA
"1339","ganay01","umca",2011,1,NA,NA,NA,NA,NA,7,0,0.142857142857143,NA,NA
"1340","ganay01","umca",2012,1,2.5,2.5,NA,NA,NA,8,2.5,0.125,1,0.5625
"1341","ganay01","umca",2014,1,2.5,2.5,NA,NA,NA,16,89.9,0.0625,0.0278086763070078,0.0451543381535039
"1342","ganay02","quag",2004,17,11.4352941176471,194.4,1,4.3,4.3,23,236.1,0.739130434782609,0.823379923761118,0.781255179271863
"1343","ganay02","quag",2005,15,NA,NA,1,NA,NA,73,844.6,0.205479452054795,NA,NA
"1344","ganay02","quag",2006,17,NA,NA,1,NA,NA,22,0,0.772727272727273,NA,NA
"1345","ganay02","quag",2007,17,NA,NA,NA,NA,NA,21,0,0.80952380952381,NA,NA
"1346","ganay02","quag",2008,17,NA,NA,NA,NA,NA,21,0,0.80952380952381,NA,NA
"1347","ganay02","quag",2009,16,NA,NA,NA,NA,NA,20,0,0.8,NA,NA
"1348","ganay02","quag",2010,16,NA,NA,2,NA,NA,20,0,0.8,NA,NA
"1349","ganay02","quag",2011,16,NA,NA,2,NA,NA,20,0,0.8,NA,NA
"1350","ganay02","quag",2012,17,11.4941176470588,195.4,NA,NA,NA,21,233.9,0.80952380952381,0.83539974348012,0.822461776501965
"1351","ganay02","quag",2014,12,12.1833333333333,146.2,5,11.1,55.5,16,185,0.75,0.79027027027027,0.770135135135135
"1352","ganay02","umca",2004,6,6.95,41.7,NA,NA,NA,23,236.1,0.260869565217391,0.176620076238882,0.218744820728137
"1353","ganay02","umca",2005,6,NA,NA,NA,NA,NA,73,844.6,0.0821917808219178,NA,NA
"1354","ganay02","umca",2006,5,NA,NA,1,NA,NA,22,0,0.227272727272727,NA,NA
"1355","ganay02","umca",2007,4,NA,NA,2,NA,NA,21,0,0.19047619047619,NA,NA
"1356","ganay02","umca",2008,4,NA,NA,2,NA,NA,21,0,0.19047619047619,NA,NA
"1357","ganay02","umca",2009,4,NA,NA,2,NA,NA,20,0,0.2,NA,NA
"1358","ganay02","umca",2010,4,NA,NA,2,NA,NA,20,0,0.2,NA,NA
"1359","ganay02","umca",2011,4,NA,NA,2,NA,NA,20,0,0.2,NA,NA
"1360","ganay02","umca",2012,4,9.625,38.5,2,NA,NA,21,233.9,0.19047619047619,0.16460025651988,0.177538223498035
"1361","ganay02","umca",2014,4,9.7,38.8,1,2.6,2.6,16,185,0.25,0.20972972972973,0.229864864864865
"1362","gard01","quag",2004,4,31.55,126.2,NA,NA,NA,28,369.8,0.142857142857143,0.341265548945376,0.242061345901259
"1363","gard01","quag",2005,4,NA,NA,NA,NA,NA,45,315.3,0.0888888888888889,NA,NA
"1364","gard01","quag",2006,4,NA,NA,NA,NA,NA,27,0,0.148148148148148,NA,NA
"1365","gard01","quag",2007,3,NA,NA,1,NA,NA,27,0,0.111111111111111,NA,NA
"1366","gard01","quag",2008,3,NA,NA,1,NA,NA,25,0,0.12,NA,NA
"1367","gard01","quag",2009,3,NA,NA,1,NA,NA,25,0,0.12,NA,NA
"1368","gard01","quag",2010,3,NA,NA,1,NA,NA,25,0,0.12,NA,NA
"1369","gard01","quag",2011,3,NA,NA,1,NA,NA,26,0,0.115384615384615,NA,NA
"1370","gard01","quag",2012,3,32.5,97.5,1,40,40,27,355.3,0.111111111111111,0.27441598649029,0.1927635488007
"1371","gard01","quag",2014,2,43.2,86.4,2,20.2,40.4,40,596.9,0.05,0.144747863963813,0.0973739319819065
"1372","gard01","quch",2004,2,12.65,25.3,NA,NA,NA,28,369.8,0.0714285714285714,0.068415359653867,0.0699219655412192
"1373","gard01","quch",2005,2,NA,NA,NA,NA,NA,45,315.3,0.0444444444444444,NA,NA
"1374","gard01","quch",2006,2,NA,NA,NA,NA,NA,27,0,0.0740740740740741,NA,NA
"1375","gard01","quch",2007,2,NA,NA,NA,NA,NA,27,0,0.0740740740740741,NA,NA
"1376","gard01","quch",2008,2,NA,NA,NA,NA,NA,25,0,0.08,NA,NA
"1377","gard01","quch",2009,2,NA,NA,NA,NA,NA,25,0,0.08,NA,NA
"1378","gard01","quch",2010,2,NA,NA,NA,NA,NA,25,0,0.08,NA,NA
"1379","gard01","quch",2011,2,NA,NA,NA,NA,NA,26,0,0.0769230769230769,NA,NA
"1380","gard01","quch",2012,2,14.2,28.4,NA,NA,NA,27,355.3,0.0740740740740741,0.0799324514494793,0.0770032627617767
"1381","gard01","quch",2014,2,13.95,27.9,NA,NA,NA,40,596.9,0.05,0.0467414977383146,0.0483707488691573
"1382","gard01","quke",2004,1,45.4,45.4,NA,NA,NA,28,369.8,0.0357142857142857,0.122769064359113,0.0792416750366994
"1383","gard01","quke",2005,1,NA,NA,NA,NA,NA,45,315.3,0.0222222222222222,NA,NA
"1384","gard01","quke",2006,1,NA,NA,NA,NA,NA,27,0,0.037037037037037,NA,NA
"1385","gard01","quke",2007,1,NA,NA,NA,NA,NA,27,0,0.037037037037037,NA,NA
"1386","gard01","quke",2008,1,NA,NA,NA,NA,NA,25,0,0.04,NA,NA
"1387","gard01","quke",2009,1,NA,NA,NA,NA,NA,25,0,0.04,NA,NA
"1388","gard01","quke",2010,1,NA,NA,NA,NA,NA,25,0,0.04,NA,NA
"1389","gard01","quke",2011,1,NA,NA,NA,NA,NA,26,0,0.0384615384615385,NA,NA
"1390","gard01","quke",2012,1,47.3,47.3,NA,NA,NA,27,355.3,0.037037037037037,0.13312693498452,0.0850819860107786
"1391","gard01","umca",2004,21,8.23333333333333,172.9,NA,NA,NA,28,369.8,0.75,0.467550027041644,0.608775013520822
"1392","gard01","umca",2005,21,NA,NA,NA,NA,NA,45,315.3,0.466666666666667,NA,NA
"1393","gard01","umca",2006,20,NA,NA,1,NA,NA,27,0,0.740740740740741,NA,NA
"1394","gard01","umca",2007,21,NA,NA,NA,NA,NA,27,0,0.777777777777778,NA,NA
"1395","gard01","umca",2008,19,NA,NA,2,NA,NA,25,0,0.76,NA,NA
"1396","gard01","umca",2009,19,NA,NA,2,NA,NA,25,0,0.76,NA,NA
"1397","gard01","umca",2010,19,NA,NA,2,NA,NA,25,0,0.76,NA,NA
"1398","gard01","umca",2011,20,NA,NA,2,NA,NA,26,0,0.769230769230769,NA,NA
"1399","gard01","umca",2012,21,8.67142857142857,182.1,1,9.7,9.7,27,355.3,0.777777777777778,0.512524627075711,0.645151202426744
"1400","gard01","umca",2014,20,8.455,169.1,1,9.4,9.4,40,596.9,0.5,0.283297034679176,0.391648517339588
"1401","hallo01","quag",2004,8,11.5,92,NA,NA,NA,13,201.8,0.615384615384615,0.45589692765114,0.535640771517878
"1402","hallo01","quag",2005,8,NA,NA,NA,NA,NA,58,552.3,0.137931034482759,NA,NA
"1403","hallo01","quag",2006,8,NA,NA,NA,NA,NA,12,0,0.666666666666667,NA,NA
"1404","hallo01","quag",2007,8,NA,NA,NA,NA,NA,12,0,0.666666666666667,NA,NA
"1405","hallo01","quag",2008,8,NA,NA,NA,NA,NA,12,0,0.666666666666667,NA,NA
"1406","hallo01","quag",2009,6,NA,NA,1,NA,NA,10,0,0.6,NA,NA
"1407","hallo01","quag",2010,9,NA,NA,2,NA,NA,13,0,0.692307692307692,NA,NA
"1408","hallo01","quag",2011,11,NA,NA,2,NA,NA,15,0,0.733333333333333,NA,NA
"1409","hallo01","quag",2012,10,6.66,66.6,3,16.8666666666667,50.6,14,161.9,0.714285714285714,0.41136504014824,0.562825377216977
"1410","hallo01","quag",2014,11,9.07272727272727,99.8,2,8.55,17.1,50,686.8,0.22,0.145311589982528,0.182655794991264
"1411","hallo01","quke",2004,5,21.96,109.8,NA,NA,NA,13,201.8,0.384615384615385,0.54410307234886,0.464359228482122
"1412","hallo01","quke",2005,5,NA,NA,NA,NA,NA,58,552.3,0.0862068965517241,NA,NA
"1413","hallo01","quke",2006,4,NA,NA,1,NA,NA,12,0,0.333333333333333,NA,NA
"1414","hallo01","quke",2007,4,NA,NA,1,NA,NA,12,0,0.333333333333333,NA,NA
"1415","hallo01","quke",2008,4,NA,NA,1,NA,NA,12,0,0.333333333333333,NA,NA
"1416","hallo01","quke",2009,4,NA,NA,1,NA,NA,10,0,0.4,NA,NA
"1417","hallo01","quke",2010,4,NA,NA,1,NA,NA,13,0,0.307692307692308,NA,NA
"1418","hallo01","quke",2011,4,NA,NA,1,NA,NA,15,0,0.266666666666667,NA,NA
"1419","hallo01","quke",2012,4,23.825,95.3,1,14.3,14.3,14,161.9,0.285714285714286,0.58863495985176,0.437174622783023
"1420","hallo01","quke",2014,4,23.975,95.9,1,14.4,14.4,50,686.8,0.08,0.139633080955154,0.109816540477577
"1421","hallo01","umca",2014,1,2,2,NA,NA,NA,50,686.8,0.02,0.0029120559114735,0.0114560279557368
"1422","halow02","quke",2003,4,NA,NA,3,NA,NA,4,0,1,NA,NA
"1423","halow02","quke",2005,6,31.45,188.7,3,24.6333333333333,73.9,17,202.7,0.352941176470588,0.930932412432166,0.641936794451377
"1424","halow02","quke",2006,4,NA,NA,5,NA,NA,14,0,0.285714285714286,NA,NA
"1425","halow02","quke",2007,3,NA,NA,6,NA,NA,13,0,0.230769230769231,NA,NA
"1426","halow02","quke",2008,3,NA,NA,6,NA,NA,13,0,0.230769230769231,NA,NA
"1427","halow02","quke",2009,3,NA,NA,6,NA,NA,13,0,0.230769230769231,NA,NA
"1428","halow02","quke",2010,3,NA,NA,6,NA,NA,13,0,0.230769230769231,NA,NA
"1429","halow02","quke",2011,2,NA,NA,6,NA,NA,12,0,0.166666666666667,NA,NA
"1430","halow02","quke",2012,3,38.7333333333333,116.2,6,NA,NA,14,304.6,0.214285714285714,0.381483913328956,0.297884813807335
"1431","halow02","quke",2014,3,38.5,115.5,5,22.36,111.8,14,306.1,0.214285714285714,0.377327670695851,0.295806692490783
"1432","halow02","umca",2004,10,16.86,168.6,NA,NA,NA,10,168.6,1,1,1
"1433","halow02","umca",2005,10,NA,NA,NA,NA,NA,17,202.7,0.588235294117647,NA,NA
"1434","halow02","umca",2006,10,NA,NA,NA,NA,NA,14,0,0.714285714285714,NA,NA
"1435","halow02","umca",2007,10,NA,NA,NA,NA,NA,13,0,0.769230769230769,NA,NA
"1436","halow02","umca",2008,10,NA,NA,NA,NA,NA,13,0,0.769230769230769,NA,NA
"1437","halow02","umca",2009,10,NA,NA,NA,NA,NA,13,0,0.769230769230769,NA,NA
"1438","halow02","umca",2010,10,NA,NA,NA,NA,NA,13,0,0.769230769230769,NA,NA
"1439","halow02","umca",2011,10,NA,NA,NA,NA,NA,12,0,0.833333333333333,NA,NA
"1440","halow02","umca",2012,11,17.1272727272727,188.4,NA,NA,NA,14,304.6,0.785714285714286,0.618516086671044,0.702115186192665
"1441","halow02","umca",2014,11,17.3272727272727,190.6,NA,NA,NA,14,306.1,0.785714285714286,0.622672329304149,0.704193307509217
"1442","hood01","quag",2004,2,5.05,10.1,NA,NA,NA,41,10.1,0.0487804878048781,1,0.524390243902439
"1443","hood01","quag",2005,2,NA,NA,NA,NA,NA,34,11.6,0.0588235294117647,NA,NA
"1444","hood01","quag",2006,1,NA,NA,1,NA,NA,42,0,0.0238095238095238,NA,NA
"1445","hood01","quag",2007,1,NA,NA,1,NA,NA,44,0,0.0227272727272727,NA,NA
"1446","hood01","quag",2008,1,NA,NA,1,NA,NA,44,0,0.0227272727272727,NA,NA
"1447","hood01","quag",2009,1,NA,NA,1,NA,NA,43,0,0.0232558139534884,NA,NA
"1448","hood01","quag",2010,1,NA,NA,1,NA,NA,43,0,0.0232558139534884,NA,NA
"1449","hood01","umca",2004,39,NA,NA,NA,NA,NA,41,10.1,0.951219512195122,NA,NA
