"","plot","tag","dbh1","year_dbh1","dbh2","year_dbh2","delta_dbh"
"1030","BOUV09","6719",26.5,2011,28.4,2014,1.9
"1031","BOUV09","3518",7.1,2004,6.9,2014,-0.199999999999999
"1032","BOUV09","3520",33.7,2004,35.8,2014,2.09999999999999
"1033","BOUV09","3521",2.5,2004,3.6,2014,1.1
"1034","BOUV09","3523",11.5,2004,12.2,2014,0.699999999999999
"1035","BOUV09","3524",12.2,2004,13,2014,0.800000000000001
"1036","BOUV09","3525",22.9,2004,30.4,2014,7.5
"1037","BOUV09","3526",6.9,2004,6.7,2014,-0.2
"1038","BOUV09","6720",4,2011,5.1,2014,1.1
"1039","BOUV09","2380",27.8,2004,19.4,2014,-8.4
"1040","BOUV09","2381",25.3,2004,26,2014,0.699999999999999
"1041","BOUV09","4753",29.3,2012,28.8,2014,-0.5
"1042","BOUV09","6366",20.4,2008,22,2014,1.6
"1043","BOWES01","942",10,2004,10.3,2014,0.300000000000001
"1044","BOWES01","930",30.25,2004,34.3,2014,4.05
"1045","BOWES01","957",9,2004,9.7,2014,0.699999999999999
"1046","BOWES01","945",10,2004,15.5,2014,5.5
"1047","BOWES01","951",16.5,2004,18.3,2014,1.8
"1048","BOWES01","904",9,2004,13,2014,4
"1049","BOWES01","325",26.75,2004,29.7,2014,2.95
"1050","BOWES01","916",25,2004,29.4,2014,4.4
"1051","BOWES01","986",21.5,2004,24.3,2014,2.8
"1052","BOWES01","2362",26.3,2004,22.3,2014,-4
"1053","BOWES01","917",9,2004,10,2014,1
"1054","BOWES01","2357",26.6,2004,29.5,2014,2.9
"1055","BOWES01","2358",24.7,2004,25.2,2014,0.5
"1056","BOWES01","2359",34.8,2004,41.7,2014,6.90000000000001
"1057","BOWES01","2360",31.3,2004,34.2,2014,2.9
"1058","BOWES01","2361",19.2,2004,18,2014,-1.2
"1059","BOWES01","2363",36.7,2004,33,2014,-3.7
"1060","BOWES02","468b",20.25,2004,24,2014,3.75
"1061","BOWES02","496b",30.5,2004,33.9,2014,3.4
"1062","BOWES02","498",46,2004,55.8,2014,9.8
"1063","BOWES02","423b",22,2004,53.2,2014,31.2
"1064","BOWES02","452b",16.5,2004,21,2014,4.5
"1065","BOWES02","486b",13.75,2004,16.3,2014,2.55
"1066","BOWES02","3590",50.3,2004,52,2014,1.7
"1067","BOWES02","3589",17.3,2004,18.3,2014,1
"1068","BOWES02","410",14.5,2004,14.6,2014,0.0999999999999996
"1069","BOWES02","3588",25.5,2004,28.6,2014,3.1
"1070","BOWES02","466b",16.5,2004,18.7,2014,2.2
"1071","BOWES02","2365",30.4,2004,33.2,2014,2.8
"1072","BOWES02","469",21.75,2004,24.9,2014,3.15
"1073","BOWES02","2366",46.2,2004,45.7,2014,-0.5
"1074","BOWES02","444",14.1,2004,11.6,2014,-2.5
"1075","BOWES02","6938",13.4,2004,8.3,2014,-5.1
"1076","BOWES02","2364",106.3,2004,88.4,2014,-17.9
"1077","BOWES03","2370",37.8,2004,41.9,2014,4.1
"1078","BOWES03","819",32.75,2004,35.8,2014,3.05
"1079","BOWES03","2371",35.7,2004,32,2014,-3.7
"1080","BOWES03","6151",NA,NA,2.3,2014,NA
"1081","BOWES03","993",19.5,2004,19,2014,-0.5
"1082","BOWES03","2368",24.7,2004,25.8,2014,1.1
"1083","BOWES03","2367",54.2,2004,56.4,2014,2.2
"1084","BOWES03","948",32,2004,33,2014,1
"1085","BOWES03","940",35.5,2004,35.1,2014,-0.399999999999999
"1086","BOWES03","928",20.25,2004,22.2,2014,1.95
"1087","COCHR01","6102",4.2,2011,4.1,2014,-0.100000000000001
"1088","COCHR01","1319",33.6,2005,35,2014,1.4
"1089","COCHR01","1318",19,2005,23.8,2014,4.8
"1090","COCHR01","1317",40,2005,39.9,2014,-0.100000000000001
"1091","COCHR01","1316",21.4,2005,21.5,2014,0.100000000000001
"1092","COCHR01","3594",5.4,2004,6.7,2014,1.3
"1093","COCHR01","1310",25.7,2005,27.8,2014,2.1
"1094","COCHR01","3596",7.4,2004,9.9,2014,2.5
"1095","COCHR01","1315",30.2,2005,35.1,2014,4.9
"1096","COCHR01","1311",35.5,2005,35.7,2014,0.200000000000003
"1097","COCHR01","1309",30.3,2005,31.8,2014,1.5
"1098","COCHR01","3598",6.1,2004,7.4,2014,1.3
"1099","COCHR01","3591",3.5,2004,4.6,2014,1.1
"1100","COCHR01","3592",6,2004,7.5,2014,1.5
"1101","COCHR01","3593",9.2,2004,12,2014,2.8
"1102","COCHR01","3595",6.5,2004,8.2,2014,1.7
"1103","COCHR01","3597",6.9,2004,8.3,2014,1.4
"1104","COCHR01","1312",19.8,2005,19.2,2014,-0.600000000000001
"1105","COOK01","1342",38.5,2005,30.4,2014,-8.1
"1106","COOK01","1338",10.7,2005,12.1,2014,1.4
"1107","COOK01","1344",6.5,2005,8.3,2014,1.8
"1108","COOK01","1348",36.5,2005,40.2,2014,3.7
"1109","COOK01","1347",13,2005,14.5,2014,1.5
"1110","COOK01","1346",19.5,2005,20.6,2014,1.1
"1111","COOK01","1345",27.6,2005,31.8,2014,4.2
"1112","COOK01","1343",47.3,2005,56.5,2014,9.2
"1113","COOK01","1700",34.4,2005,36.5,2014,2.1
"1114","COOK01","1339",9.4,2005,10.9,2014,1.5
"1115","COOK01","6159",NA,NA,28.6,2014,NA
"1116","COOK01","1337",40.6,2003,34.5,2014,-6.1
"1117","COOK01","1336",22.5,2005,24.1,2014,1.6
"1118","COOK01","1335",23.4,2005,25.4,2014,2
"1119","COOK01","1334",17.5,2005,17.9,2014,0.399999999999999
"1120","COOK01","1333",15,2005,16.6,2014,1.6
"1121","COOK01","1332",42.8,2005,45.2,2014,2.40000000000001
"1122","COOK01","1331",15.6,2005,18.1,2014,2.5
"1123","COOK01","1340",7.2,2005,8.3,2014,1.1
"1124","COOK01","1698",8.3,2004,8.2,2014,-0.100000000000001
"1125","COOK01","2799",1,2004,1.7,2014,0.7
"1126","COOK01","1699",4.7,2005,4.5,2014,-0.2
"1127","COOK01","6051",6.5,2006,15.3,2014,8.8
"1128","COOK01","1349",12,2005,12.7,2014,0.699999999999999
"1129","COOK01","1350",2.8,2004,2.5,2014,-0.3
"1130","COOK02","472",16.1,2005,46.1,2014,30
"1131","COOK02","2800",9.5,2004,8.6,2014,-0.9
"1132","COOK02","4717",9.9,2012,9.7,2014,-0.200000000000001
"1133","COOK02","2702",14.2,2004,15.3,2014,1.1
"1134","COOK02","6070",11,2006,10.3,2014,-0.699999999999999
"1135","COOK02","4840",2.9,2012,3.5,2014,0.6
"1136","COOK02","6071",4.5,2008,4.7,2014,0.2
"1137","COOK02","6073",19,2006,21.6,2014,2.6
"1138","COOK02","6074",10.2,2012,10.2,2014,0
"1139","COOK02","6075",11,2006,12.2,2014,1.2
"1140","COOK02","6129",NA,NA,2.3,2014,NA
"1141","COOK02","6072",13,2006,13.4,2014,0.4
"1142","DOMAN01","6347",4,2012,3.3,2014,-0.7
"1143","DOMAN01","6132",NA,NA,2.2,2014,NA
"1144","DOMAN01","6346",1.1,2006,2,2014,0.9
"1145","DOMAN01","3650",1.2,2004,4.7,2014,3.5
"1146","DOMAN01","6171",NA,NA,2.8,2014,NA
"1147","DOMAN01","6161",NA,NA,3.2,2014,NA
"1148","DOMAN01","6149",NA,NA,2.4,2014,NA
"1149","DOMAN01","6153",NA,NA,5.2,2014,NA
"1150","DOMAN01","6348",1.4,2006,6,2014,4.6
"1151","DOMAN01","3660",3.3,2004,11.8,2014,8.5
"1152","DOMAN01","2771",1.3,2004,4.6,2014,3.3
"1153","DOMAN01","3657",1.4,2004,5.9,2014,4.5
"1154","DOMAN01","3652",2.1,2004,8.9,2014,6.8
"1155","DOMAN01","7206",2.5,2012,2.1,2014,-0.4
"1156","DOMAN01","3658",3.3,2004,10,2014,6.7
"1157","DOMAN01","3659",2.9,2004,9.9,2014,7
"1158","DOMAN01","7203",2.5,2012,2.7,2014,0.2
"1159","DOMAN01","7204",2.3,2012,2.5,2014,0.2
"1160","DOMAN01","7205",2.5,2012,2.6,2014,0.1
"1161","DOMAN01","3651",2.3,2004,8.5,2014,6.2
"1162","DOMAN01","3656",1.9,2004,3,2014,1.1
"1163","DOMAN01","6150",NA,NA,4.3,2014,NA
"1164","DOMAN01","6175",NA,NA,4.2,2014,NA
"1165","DOMAN01","6227",4.6,2011,4.9,2014,0.300000000000001
"1166","DOMAN01","1796",17.8,2004,18,2014,0.199999999999999
"1167","DOMAN01","6111",3,2011,3.6,2014,0.6
"1168","DOMAN01","6156",NA,NA,5.2,2014,NA
"1169","DOMAN01","6233",3.7,2011,4.3,2014,0.6
"1170","DOMAN01","6176",NA,NA,4.6,2014,NA
"1171","DOMAN01","7202",2,2012,2.1,2014,0.1
"1172","DOMAN01","3647",3.2,2004,6.2,2014,3
"1173","DOMAN01","2772",22.8,2004,24.8,2014,2
"1174","DOMAN01","6152",NA,NA,5.2,2014,NA
"1175","DOMAN01","3655",2.5,2004,7.5,2014,5
"1176","DOMAN01","3654",3.4,2004,8.5,2014,5.1
"1177","DOMAN01","7316",3,2012,3.2,2014,0.2
"1178","ELIOT01","1664",64,2004,65.7,2014,1.7
"1179","ELIOT01","414b",55.5,2004,50.2,2014,-5.3
"1180","ELIOT01","4479",11,2004,12.5,2014,1.5
"1181","ELIOT01","2899",22.3,2004,23.5,2014,1.2
"1182","ELIOT01","2441",21.4,2004,24,2014,2.6
"1183","ELIOT01","408c",22.8,2004,25.2,2014,2.4
"1184","ELIOT01","413b",15.2,2004,16.1,2014,0.900000000000002
"1185","ELIOT01","2427",18.7,2004,19.6,2014,0.900000000000002
"1186","ELIOT01","2436",26.3,2004,31.6,2014,5.3
"1187","ELIOT01","328",14.1,2004,16.5,2014,2.4
"1188","ELIOT01","1665",63,2004,66,2014,3
"1189","ELIOT01","1666",52,2004,53.5,2014,1.5
"1190","ELIOT01","4480",26.6,2004,28.9,2014,2.3
"1191","ELIOT01","4405",25,2004,26.5,2014,1.5
"1192","ELIOT01","4402",45.2,2004,47.7,2014,2.5
"1193","ELIOT01","4388",37.8,2004,40,2014,2.2
"1194","ELIOT01","412d",2.3,2004,2,2014,-0.3
"1195","ELIOT01","4407",19.6,2004,19.9,2014,0.299999999999997
"1196","FERRA01","2598",4.1,2012,4.5,2014,0.4
"1197","FERRA01","3742",6.4,2004,6.7,2014,0.3
"1198","FERRA01","3741",9.9,2004,11.3,2014,1.4
"1199","FERRA01","3740",6.2,2004,5.2,2014,-1
"1200","FERRA01","4781",2.7,2012,2.4,2014,-0.3
"1201","FERRA01","2798",9.4,2004,10.2,2014,0.799999999999999
"1202","FERRA01","2797",3,2004,3.8,2014,0.8
"1203","FERRA01","6708",2.9,2011,2.9,2014,0
"1204","FERRA01","2796",4.2,2004,4.4,2014,0.2
"1205","FERRA01","2791",9.3,2004,9.9,2014,0.6
"1206","FERRA01","2790",2.6,2004,3.8,2014,1.2
"1207","FERRA01","2789",1.3,2004,3.8,2014,2.5
"1208","FERRA01","2788",10.9,2004,11.1,2014,0.199999999999999
"1209","FERRA01","3727",10.5,2004,11.5,2014,1
"1210","FERRA01","4782",3,2012,3,2014,0
"1211","FERRA01","2794",11,2004,11,2014,0
"1212","FERRA01","3714",14,2004,14.9,2014,0.9
"1213","FERRA01","3728",1.8,2004,2.9,2014,1.1
"1214","FERRA01","2793",12.6,2004,13.5,2014,0.9
"1215","FERRA01","3726",5.8,2004,6.2,2014,0.4
"1216","FERRA01","2784",2.2,2004,2.9,2014,0.7
"1217","FERRA01","3724",3.9,2004,4.5,2014,0.6
"1218","FERRA01","3722",1.4,2004,2,2014,0.6
"1219","FERRA01","3720",1.7,2004,2,2014,0.3
"1220","FERRA01","3717",2.1,2004,2.1,2014,0
"1221","FERRA01","3725",5.5,2004,6.1,2014,0.6
"1222","FERRA01","3715",12.1,2004,14.9,2014,2.8
"1223","FERRA01","3699",2.5,2004,2.8,2014,0.3
"1224","FERRA01","3713",12.1,2004,15.9,2014,3.8
"1225","FERRA01","3712",11.8,2004,12.5,2014,0.699999999999999
"1226","FERRA01","3711",14.8,2004,17.2,2014,2.4
"1227","FERRA01","3710",9.5,2004,11.4,2014,1.9
"1228","FERRA01","3706",10.7,2004,11.6,2014,0.9
"1229","FERRA01","3704",10.2,2004,11.5,2014,1.3
"1230","FERRA01","3703",3.2,2004,3.2,2014,0
"1231","FERRA01","3701",7.3,2004,8.1,2014,0.8
"1232","FERRA01","3716",13.6,2004,15.4,2014,1.8
"1233","FERRA01","3736",5.4,2004,5.9,2014,0.5
"1234","FERRA01","2783",2.8,2004,2.8,2014,0
"1235","FERRA01","2779",3.8,2004,4.4,2014,0.600000000000001
"1236","FERRA01","2795",9,2004,8.7,2014,-0.300000000000001
"1237","FERRA01","6309",11.3,2006,12.8,2014,1.5
"1238","FERRA01","3737",2,2004,2.9,2014,0.9
"1239","FERRA01","3734",6.4,2004,6.5,2014,0.0999999999999996
"1240","FERRA01","3733",7.7,2004,4.4,2014,-3.3
"1241","FERRA01","3732",3.1,2004,4.2,2014,1.1
"1242","FERRA01","3730",2.9,2004,3,2014,0.1
"1243","FERRA01","2781",9.3,2004,10,2014,0.699999999999999
"1244","FERRA01","3738",6.3,2004,7.3,2014,1
"1245","FERRA01","2777",2.2,2004,2.5,2014,0.3
"1246","FERRA01","3729",4.2,2004,5,2014,0.8
"1247","FERRA01","2773",17.3,2004,20.1,2014,2.8
"1248","FERRA01","2774",11.1,2004,10.2,2014,-0.9
"1249","FERRA01","2775",5.8,2004,6.7,2014,0.9
"1250","FERRA01","2776",5.6,2004,5.7,2014,0.100000000000001
"1251","FERRA01","2780",11.1,2004,11.6,2014,0.5
"1252","FERRA01","2778",2.4,2004,3,2014,0.6
"1253","FERRA01","1278",15,2005,15.4,2014,0.4
"1254","FERRA01","1275",27.5,2005,26,2014,-1.5
"1255","FERRA01","1277",26.5,2005,26.2,2014,-0.300000000000001
"1256","FERRA01","4800",10.5,2005,10.9,2014,0.4
"1257","FERRA01","1276",39.2,2005,39.8,2014,0.599999999999994
"1258","FOP04","173",37.5,2004,41.7,2014,4.2
"1259","FOP04","209",34.75,2004,35.6,2014,0.850000000000001
"1260","FOP04","4833",3.3,2012,3.5,2014,0.2
"1261","FOP04","4486",28.7,2004,29.4,2014,0.699999999999999
"1262","FOP04","4487",25.9,2004,26,2014,0.100000000000001
"1263","FOP04","4411",28,2004,30.6,2014,2.6
"1264","FOP04","4409",31.6,2004,33.7,2014,2.1
"1265","FOP04","175",21.25,2004,21.4,2014,0.149999999999999
"1266","FOP04","4485",38.6,2004,41.1,2014,2.5
"1267","FOP04","178",32,2004,32.5,2014,0.5
"1268","FOP04","4834",16.4,2012,17.4,2014,1
"1269","FOP04","174",10.75,2004,10.5,2014,-0.25
"1270","FOP04","184",18,2004,17,2014,-1
"1271","FOP04","202",22.25,2004,25,2014,2.75
"1272","FOP04","168",18.5,2004,18.9,2014,0.399999999999999
"1273","FOP04","172",24.5,2004,27,2014,2.5
"1274","FOP04","182",15,2004,16.8,2014,1.8
"1275","FOP04","211",17.25,2004,18.3,2014,1.05
"1276","FOP04","176",26,2004,25.6,2014,-0.399999999999999
"1277","FOP04","169",26.75,2004,27.5,2014,0.75
"1278","FOP04","4484",37.4,2004,39.8,2014,2.4
"1279","FOP04","4483",34.5,2004,36.2,2014,1.7
"1280","FOP04","177",18.75,2004,19.5,2014,0.75
"1281","FOP04","213",11,2004,10.9,2014,-0.0999999999999996
"1282","FOP324","4022",7.9,2004,8.4,2014,0.5
"1283","FOP324","161",15,2004,17,2014,2
"1284","FOP324","158",14.75,2004,17.6,2014,2.85
"1285","FOP324","159",13.25,2004,16.6,2014,3.35
"1286","FOP324","164",15,2004,18.2,2014,3.2
"1287","FOP324","4024",2,2004,2,2014,0
"1288","FOP324","4021",14.4,2004,16.3,2014,1.9
"1289","FOP324","157",19.3,2004,20.3,2014,1
"1290","FOP324","156",15.5,2004,16,2014,0.5
"1291","FOP324","150",18,2004,18.5,2014,0.5
"1292","FOP324","167",19.4,2004,15.8,2014,-3.6
"1293","FOP324","149",15.92,2004,20.2,2014,4.28
"1294","FOP324","148",18.25,2004,20.5,2014,2.25
"1295","FOP324","144",11,2004,11.7,2014,0.699999999999999
"1296","FOP324","139",11.2,2012,11.6,2014,0.4
"1297","FOP324","143",11.5,2004,12.9,2014,1.4
"1298","FOP324","135",21.96,2004,27.6,2014,5.64
"1299","FOP324","146",45.25,2004,47.5,2014,2.25
"1300","FOP324","133",17.51,2004,19.5,2014,1.99
"1301","FOP324","136",7.64,2004,10.5,2014,2.86
"1302","FOP324","138",15,2004,16.5,2014,1.5
"1303","FOP324","2891",9.2,2004,11,2014,1.8
"1304","FOP324","121",18.46,2004,20.7,2014,2.24
"1305","FOP324","134",3.18,2004,19.6,2014,16.42
"1306","FOP324","145",7.32,2004,8,2014,0.68
"1307","FOP324","141",14.01,2004,16.3,2014,2.29
"1308","FOP324","132",14.64,2004,18,2014,3.36
"1309","FOP324","140",17.83,2004,22.5,2014,4.67
"1310","FOP324","137",5.09,2004,7.8,2014,2.71
"1311","FOP324","1001",74.1,2005,64.3,2014,-9.8
"1312","FOP324","1002",11.5,2005,11.6,2014,0.0999999999999996
"1313","FOP333","2445",19,2004,19.2,2014,0.199999999999999
"1314","FOP333","201",24.75,2004,24.2,2014,-0.550000000000001
"1315","FOP333","2437",15.8,2005,15.9,2014,0.0999999999999996
"1316","FOP333","2804",14.6,2005,15.8,2014,1.2
"1317","FOP333","2889",17.6,2004,17.9,2014,0.299999999999997
"1318","FOP333","2807",20.8,2004,28.2,2014,7.4
"1319","FOP333","160",25.5,2004,25.1,2014,-0.399999999999999
"1320","FOP333","162",6.75,2004,7.1,2014,0.35
"1321","FOP333","5895",20,2011,20.5,2014,0.5
"1322","FOP333","1007",28.3,2005,28.9,2014,0.599999999999998
"1323","FOP333","1006",14.9,2005,15,2014,0.0999999999999996
"1324","FOP333","1005",28.7,2005,29.2,2014,0.5
"1325","FOP333","1004",25.7,2005,26,2014,0.300000000000001
"1326","FOP333","5884",4.3,2011,4.9,2014,0.600000000000001
"1327","FOP333","187",19,2004,20.6,2014,1.6
"1328","FOP333","215",8.75,2006,8,2014,-0.75
"1329","FOP333","2434",25.9,2004,27.5,2014,1.6
"1330","FOP333","2439",14.6,2004,14.6,2014,0
"1331","FOP333","2894",14.2,2004,14.2,2014,0
"1332","FOP333","2440",24,2004,24.1,2014,0.100000000000001
"1333","FOP333","2442",18.7,2004,18.7,2014,0
"1334","FOP333","2890",23,2004,24.5,2014,1.5
"1335","FOP333","2898",20,2004,21.2,2014,1.2
"1336","FOP333","1003",38.8,2005,41,2014,2.2
"1337","FOP333","154",26.25,2004,28.9,2014,2.65
"1338","FOP333","218",20.5,2004,18.9,2014,-1.6
"1339","FOP333","219",18.5,2004,18.8,2014,0.300000000000001
"1340","FOP333","2432",22.3,2004,23.9,2014,1.6
"1341","FOP333","2802",24.5,2004,20.9,2014,-3.6
"1342","FOP333","2806",19.5,2004,20.5,2014,1
"1343","FOP333","207",12.25,2004,12.8,2014,0.550000000000001
"1344","FOP333","2897",27.6,2004,29.5,2014,1.9
"1345","FOP333","2428",24.7,2004,24.5,2014,-0.199999999999999
"1346","FOP333","2435",25.5,2004,26.8,2014,1.3
"1347","FOP333","208",13,2004,12.5,2014,-0.5
"1348","FOP333","206",14.25,2005,15.4,2014,1.15
"1349","FOP333","204",89.5,2004,96.1,2014,6.59999999999999
"1350","FOP333","203",24.75,2004,26.1,2014,1.35
"1351","FOP333","185",14.25,2004,16.2,2014,1.95
"1352","FOP333","180",26,2004,25,2014,-1
"1353","FOP333","223",8,2004,6.5,2014,-1.5
"1354","FOP333","217",5.5,2004,6.1,2014,0.6
"1355","FOP333","205",28.75,2004,30.8,2014,2.05
"1356","FOP340","5299",25.5,2009,28.8,2014,3.3
"1357","FOP340","214",12.75,2004,12.9,2014,0.15
"1358","FOP340","210",11.75,2004,12.5,2014,0.75
"1359","FOP340","179",2.5,2004,3.3,2014,0.8
"1360","FOP340","5300",11.2,2009,11.4,2014,0.200000000000001
"1361","FOP340","1017",29.6,2005,30.1,2014,0.5
"1362","FOP340","5207",42.5,2009,43.7,2014,1.2
"1363","FOP340","5294",37,2009,40.3,2014,3.3
"1364","FOP340","1016",19.6,2005,19.6,2014,0
"1365","FOP340","1015",28,2003,20.9,2014,-7.1
"1366","FOP340","1013",15.7,2005,16.5,2014,0.800000000000001
"1367","FOP340","1011",19.7,2005,20.2,2014,0.5
"1368","FOP340","1010",16.7,2005,16.7,2014,0
"1369","FOP340","1012",25.7,2005,26.6,2014,0.900000000000002
"1370","FOP340","1014",29.9,2005,30.5,2014,0.600000000000001
"1371","FOP340","1009",28,2005,29,2014,1
"1372","FOP340","1008",15.5,2005,15.7,2014,0.199999999999999
"1373","FRIDE01","1761",14.2,2004,13.7,2014,-0.5
"1374","FRIDE01","1757",22.5,2004,24.1,2014,1.6
"1375","FRIDE01","4474",4.1,2004,6.5,2014,2.4
"1376","FRIDE01","4476",2.1,2004,2.3,2014,0.2
"1377","FRIDE01","1753",16.3,2004,16.3,2014,0
"1378","FRIDE01","1754",18.8,2004,29.4,2014,10.6
"1379","FRIDE01","1755",23.9,2004,26.4,2014,2.5
"1380","FRIDE01","1756",1,2004,2.5,2014,1.5
"1381","FRIDE01","1760",22.4,2004,25.7,2014,3.3
"1382","FRIDE01","1762",11.9,2004,14.5,2014,2.6
"1383","FRIDE01","1763",12.4,2004,10.7,2014,-1.7
"1384","FRIDE01","1764",15.2,2004,18.5,2014,3.3
"1385","FRIDE01","1765",14.5,2004,18.5,2014,4
"1386","FRIDE01","1759",24.9,2004,25,2014,0.100000000000001
"1387","FRIDE01","7297",7.7,2012,8.2,2014,0.499999999999999
"1388","GANAY01","2324",2.1,2004,2.5,2014,0.4
"1389","GANAY01","2325",53.3,2004,59,2014,5.7
"1390","GANAY01","2326",25.8,2004,26.7,2014,0.899999999999999
"1391","GANAY01","4779",3.6,2007,4.7,2014,1.1
"1392","GANAY01","3245",48.8,2004,51.8,2014,3
"1393","GANAY01","4843",2.3,2012,2.9,2014,0.6
"1394","GANAY01","3244",34.2,2004,39.1,2014,4.9
"1395","GANAY02","3234",17.4,2004,19.6,2014,2.2
"1396","GANAY02","2333",7.7,2004,7.8,2014,0.0999999999999996
"1397","GANAY02","2344",5,2004,5.5,2014,0.5
"1398","GANAY02","2343",17.1,2004,18.2,2014,1.1
"1399","GANAY02","2329",13.5,2004,14.2,2014,0.699999999999999
"1400","GANAY02","2330",14.4,2004,15,2014,0.6
"1401","GANAY02","2332",9.1,2004,9,2014,-0.0999999999999996
"1402","GANAY02","2328",19,2004,20.9,2014,1.9
"1403","GANAY02","2334",9.3,2004,9.9,2014,0.6
"1404","GANAY02","2342",15.8,2004,15.9,2014,0.0999999999999996
"1405","GANAY02","2341",17.7,2004,17.9,2014,0.199999999999999
"1406","GANAY02","2340",9.8,2004,8.7,2014,-1.1
"1407","GANAY02","2339",6.3,2004,6.2,2014,-0.0999999999999996
"1408","GANAY02","2338",17.7,2004,18.4,2014,0.699999999999999
"1409","GANAY02","2331",6.6,2004,7.2,2014,0.600000000000001
"1410","GANAY02","2336",6.7,2004,7.5,2014,0.8
"1411","GANAY02","2337",5.7,2004,6,2014,0.3
"1412","GANAY02","3243",11.6,2004,12.5,2014,0.9
"1413","GANAY02","3242",2.6,2004,2.6,2014,0
"1414","GANAY02","3235",16.1,2004,17.2,2014,1.1
"1415","GANAY02","3240",9.5,2004,10,2014,0.5
"1416","GANAY02","3239",12.1,2004,13.3,2014,1.2
"1417","GANAY02","3236",13.1,2004,14.2,2014,1.1
"1418","GANAY02","3237",12.5,2004,14.4,2014,1.9
"1419","GANAY02","3238",2.7,2004,3,2014,0.3
"1420","GANAY02","2345",13,2004,13.4,2014,0.4
"1421","GARD01","3781",9.2,2004,8.7,2014,-0.5
"1422","GARD01","3780",9.7,2004,11,2014,1.3
"1423","GARD01","1471",16.8,2004,19.2,2014,2.4
"1424","GARD01","3792",7.8,2004,8.1,2014,0.3
"1425","GARD01","2418",31.8,2004,30,2014,-1.8
"1426","GARD01","2417",29.6,2004,29.6,2014,0
"1427","GARD01","7778",NA,NA,2,2014,NA
"1428","GARD01","3775",7.6,2004,8.5,2014,0.9
"1429","GARD01","3799",2.3,2004,3.3,2014,1
"1430","GARD01","1472",8.5,2004,8.7,2014,0.199999999999999
"1431","GARD01","6353",NA,NA,15.8,2014,NA
"1432","GARD01","2416",54.2,2004,56.8,2014,2.59999999999999
"1433","GARD01","2415",45.4,2004,40,2014,-5.4
"1434","GARD01","3794",14.6,2004,16.5,2014,1.9
"1435","GARD01","3800",9.8,2004,10,2014,0.199999999999999
"1436","GARD01","2419",10.6,2004,10.4,2014,-0.199999999999999
"1437","GARD01","3793",7.8,2004,8.7,2014,0.899999999999999
"1438","GARD01","3790",7.1,2004,7.2,2014,0.100000000000001
"1439","GARD01","3789",9.6,2004,9.4,2014,-0.199999999999999
"1440","GARD01","3788",10.8,2004,11.9,2014,1.1
"1441","GARD01","3795",7.8,2004,10.8,2014,3
"1442","GARD01","3782",1.5,2004,2.4,2014,0.9
"1443","GARD01","3791",10.2,2004,11,2014,0.800000000000001
"1444","GARD01","3797",5.7,2004,5.9,2014,0.2
"1445","GARD01","3796",16,2004,17.4,2014,1.4
"1446","GARD01","3787",10.4,2004,12.4,2014,2
"1447","GARD01","3783",2.6,2004,2.5,2014,-0.1
"1448","GARD01","3785",9.6,2004,8.8,2014,-0.799999999999999
"1449","GARD01","3786",1.3,2004,2,2014,0.7
"1450","HALLO01","2317",27.3,2004,32.8,2014,5.5
"1451","HALLO01","6723",2.2,2011,2.5,2014,0.3
"1452","HALLO01","2310",18.7,2004,19.2,2014,0.5
"1453","HALLO01","6724",2.4,2011,2.5,2014,0.1
"1454","HALLO01","2593",3.9,2012,3.9,2014,0
"1455","HALLO01","2591",3,2012,3.1,2014,0.1
"1456","HALLO01","3105",4,2004,4.6,2014,0.6
"1457","HALLO01","3106",25.4,2004,25.2,2014,-0.199999999999999
"1458","HALLO01","2599",2.6,2012,2.7,2014,0.1
"1459","HALLO01","2316",4,2004,5.1,2014,1.1
"1460","HALLO01","2315",24.2,2004,26.7,2014,2.5
"1461","HALLO01","2314",4.7,2004,4.8,2014,0.0999999999999996
"1462","HALLO01","2313",16.5,2004,18.9,2014,2.4
"1463","HALLO01","2311",12.3,2004,12,2014,-0.300000000000001
"1464","HALLO01","2309",24.6,2004,24.8,2014,0.199999999999999
"1465","HALLO01","5801",NA,NA,2,2014,NA
"1466","HALLO01","2307",4.5,2004,4.8,2014,0.3
"1467","HALLO01","2308",19.5,2004,19.2,2014,-0.300000000000001
"1468","HALLO01","2312",16.1,2004,14.4,2014,-1.7
"1469","HALOW02","6934",26,2004,31.5,2014,5.5
"1470","HALOW02","6936",11.3,2004,12.8,2014,1.5
"1471","HALOW02","6932",19.9,2004,19.6,2014,-0.299999999999997
"1472","HALOW02","1428",18.4,2004,21.9,2014,3.5
"1473","HALOW02","6933",19.4,2004,21.5,2014,2.1
"1474","HALOW02","3587",23,2004,24.4,2014,1.4
"1475","HALOW02","4771",23.1,2005,17.5,2014,-5.6
"1476","HALOW02","4770",44.2,2005,44.1,2014,-0.100000000000001
"1477","HALOW02","1802",32.4,2005,34.1,2014,1.7
"1478","HALOW02","1424",31,2005,31.3,2014,0.300000000000001
"1479","HALOW02","1801",19.8,2005,13,2014,-6.8
"1480","HALOW02","1400",8.5,2005,12,2014,3.5
"1481","HALOW02","1399",35,2005,37.3,2014,2.3
"1482","HALOW02","1398",32.1,2005,38,2014,5.9
"1483","HALOW02","4512",4.6,2004,4.5,2014,-0.0999999999999996
