,plot,old_date,cluster,tag,species,status,alive_class,dead_class,slc,canker,dbh,lide_lf_symp,sod_dead,location,year,date
10607,COOK01,4/22/14,2,1332,QUAG,Alive,1,NA,NA,FALSE,45.20000076,FALSE,FALSE,In,2014,4/22/14
10608,COOK01,4/22/14,1,1698,UMCA,Alive,1,NA,11,FALSE,8.199999809,FALSE,FALSE,In,2014,4/22/14
10609,COOK01,4/22/14,2,1699,UMCA,Alive,2,NA,3,FALSE,4.5,FALSE,FALSE,In,2014,4/22/14
10610,COOK01,4/22/14,9,1339,QUAG,Alive,1,NA,NA,FALSE,10.89999962,FALSE,FALSE,In,2014,4/22/14
10611,COOK01,4/22/14,3,6051,UMCA,Alive,1,NA,4,FALSE,15.30000019,FALSE,FALSE,Out,2014,4/22/14
10612,COOK01,4/22/14,1,1350,UMCA,Alive,1,NA,15,FALSE,2.5,FALSE,FALSE,In,2014,4/22/14
10613,COOK01,4/22/14,1,1331,QUAG,Alive,1,NA,NA,TRUE,18.10000038,FALSE,FALSE,In,2014,4/22/14
10614,COOK01,4/22/14,19,1349,QUAG,Alive,2,NA,NA,FALSE,12.69999981,FALSE,FALSE,In,2014,4/22/14
10615,COOK01,4/22/14,18,1348,QUAG,Alive,1,NA,NA,TRUE,40.20000076,FALSE,FALSE,In,2014,4/22/14
10616,COOK01,4/22/14,20,1700,QUAG,Alive,1,NA,NA,TRUE,36.5,FALSE,FALSE,In,2014,4/22/14
10617,COOK01,4/22/14,17,1347,QUAG,Alive,1,NA,NA,FALSE,14.5,FALSE,FALSE,In,2014,4/22/14
10618,COOK01,4/22/14,7,6159,QUAG,Alive,NA,NA,NA,FALSE,28.60000038,FALSE,FALSE,In,2014,4/22/14
10619,COOK01,4/22/14,16,1346,QUAG,Alive,2,NA,NA,FALSE,20.60000038,FALSE,FALSE,In,2014,4/22/14
10620,COOK01,4/22/14,15,1345,QUAG,Alive,1,NA,NA,FALSE,31.79999924,FALSE,FALSE,In,2014,4/22/14
10621,COOK01,4/22/14,14,1344,QUAG,Alive,1,NA,NA,FALSE,8.300000191,FALSE,FALSE,In,2014,4/22/14
10622,COOK01,4/22/14,13,1343,QUAG,Alive,1,NA,NA,FALSE,56.5,FALSE,FALSE,In,2014,4/22/14
10623,COOK01,4/22/14,12,1342,QUAG,Dead,NA,3,NA,FALSE,30.39999962,FALSE,TRUE,In,2014,4/22/14
10624,COOK01,4/22/14,10,1340,QUAG,Alive,2,NA,NA,FALSE,8.300000191,FALSE,FALSE,In,2014,4/22/14
10625,COOK02,5/24/04,3,472,UMCA,Alive,NA,NA,76,FALSE,NA,FALSE,FALSE,Out,2004,5/24/04
10626,COOK02,5/24/04,3,2702,UMCA,Alive,NA,NA,10,FALSE,14.19999981,FALSE,FALSE,Out,2004,5/24/04
10627,COOK02,5/24/04,2,2800,UMCA,Alive,NA,NA,16,FALSE,9.5,FALSE,FALSE,Out,2004,5/24/04
10628,COOK02,5/5/05,2,2800,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,Out,2005,5/5/05
10629,COOK02,5/5/05,3,472,UMCA,Alive,NA,NA,7,FALSE,16.10000038,FALSE,FALSE,Out,2005,5/5/05
10630,COOK02,5/5/05,3,2702,UMCA,Alive,NA,NA,6,FALSE,NA,FALSE,FALSE,Out,2005,5/5/05
10631,COOK02,3/30/06,3,2702,UMCA,Alive,NA,NA,80,FALSE,NA,FALSE,FALSE,Out,2006,3/30/06
10632,COOK02,3/30/06,2,6072,UMCA,Alive,NA,NA,54,FALSE,13,FALSE,FALSE,Out,2006,3/30/06
10633,COOK02,3/30/06,2,2800,UMCA,Alive,NA,NA,79,FALSE,NA,FALSE,FALSE,Out,2006,3/30/06
10634,COOK02,3/30/06,3,472,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,Out,2006,3/30/06
10635,COOK02,3/30/06,4,6070,UMCA,Alive,NA,NA,107,FALSE,11,FALSE,FALSE,Out,2006,3/30/06
10636,COOK02,3/30/06,8,6075,UMCA,Alive,NA,NA,107,FALSE,11,FALSE,FALSE,Out,2006,3/30/06
10637,COOK02,3/30/06,6,6073,UMCA,Alive,NA,NA,36,FALSE,19,FALSE,FALSE,Out,2006,3/30/06
10638,COOK02,4/11/07,8,6075,UMCA,Alive,NA,NA,72,FALSE,NA,FALSE,FALSE,Out,2007,4/11/07
10639,COOK02,4/11/07,6,6073,UMCA,Alive,NA,NA,44,FALSE,NA,FALSE,FALSE,Out,2007,4/11/07
10640,COOK02,4/11/07,4,6070,UMCA,Alive,NA,NA,41,FALSE,NA,FALSE,FALSE,Out,2007,4/11/07
10641,COOK02,4/11/07,2,6072,UMCA,Alive,NA,NA,53,FALSE,NA,FALSE,FALSE,Out,2007,4/11/07
10642,COOK02,4/11/07,3,472,UMCA,Dead,NA,NA,-9999,FALSE,NA,FALSE,FALSE,Out,2007,4/11/07
10643,COOK02,4/11/07,3,2702,UMCA,Alive,NA,NA,37,FALSE,NA,FALSE,FALSE,Out,2007,4/11/07
10644,COOK02,4/11/07,2,2800,UMCA,Alive,NA,NA,58,FALSE,NA,FALSE,FALSE,Out,2007,4/11/07
10645,COOK02,4/8/08,3,472,UMCA,Dead,NA,NA,-9999,FALSE,NA,FALSE,FALSE,Out,2008,4/8/08
10646,COOK02,4/8/08,8,6075,UMCA,Alive,NA,NA,21,FALSE,NA,FALSE,FALSE,Out,2008,4/8/08
10647,COOK02,4/8/08,6,6073,UMCA,Alive,NA,NA,17,FALSE,NA,FALSE,FALSE,Out,2008,4/8/08
10648,COOK02,4/8/08,5,6071,UMCA,Alive,NA,NA,25,FALSE,4.5,FALSE,FALSE,In,2008,4/8/08
10649,COOK02,4/8/08,2,6072,UMCA,Alive,NA,NA,12,FALSE,NA,FALSE,FALSE,Out,2008,4/8/08
10650,COOK02,4/8/08,3,2702,UMCA,Alive,NA,NA,12,FALSE,NA,FALSE,FALSE,Out,2008,4/8/08
10651,COOK02,4/8/08,2,2800,UMCA,Alive,NA,NA,21,FALSE,NA,FALSE,FALSE,Out,2008,4/8/08
10652,COOK02,4/8/08,4,6070,UMCA,Alive,NA,NA,27,FALSE,NA,FALSE,FALSE,Out,2008,4/8/08
10653,COOK02,5/26/09,5,6071,UMCA,Alive,NA,NA,18,FALSE,NA,FALSE,FALSE,In,2009,5/26/09
10654,COOK02,5/26/09,3,2702,UMCA,Alive,NA,NA,23,FALSE,NA,FALSE,FALSE,Out,2009,5/26/09
10655,COOK02,5/26/09,3,472,UMCA,Dead,NA,NA,-9999,FALSE,NA,FALSE,FALSE,Out,2009,5/26/09
10656,COOK02,5/26/09,4,6070,UMCA,Alive,NA,NA,29,FALSE,NA,FALSE,FALSE,Out,2009,5/26/09
10657,COOK02,5/26/09,6,6073,UMCA,Alive,NA,NA,7,FALSE,NA,FALSE,FALSE,Out,2009,5/26/09
10658,COOK02,5/26/09,2,2800,UMCA,Alive,NA,NA,30,FALSE,NA,FALSE,FALSE,Out,2009,5/26/09
10659,COOK02,5/26/09,2,6072,UMCA,Alive,NA,NA,33,FALSE,NA,FALSE,FALSE,Out,2009,5/26/09
10660,COOK02,5/26/09,8,6075,UMCA,Alive,NA,NA,65,FALSE,NA,FALSE,FALSE,Out,2009,5/26/09
10661,COOK02,4/28/10,4,6070,UMCA,Alive,1,NA,17,FALSE,NA,FALSE,FALSE,Out,2010,4/28/10
10662,COOK02,4/28/10,7,6074,UMCA,Alive,1,NA,19,FALSE,10.5,FALSE,FALSE,Out,2010,4/28/10
10663,COOK02,4/28/10,2,4717,UMCA,Alive,1,NA,8,FALSE,9.100000381,FALSE,FALSE,In,2010,4/28/10
10664,COOK02,4/28/10,6,6073,UMCA,Alive,1,NA,6,FALSE,NA,FALSE,FALSE,Out,2010,4/28/10
10665,COOK02,4/28/10,8,6075,UMCA,Alive,1,NA,15,FALSE,NA,FALSE,FALSE,Out,2010,4/28/10
10666,COOK02,4/28/10,2,6072,UMCA,Alive,1,NA,12,FALSE,NA,FALSE,FALSE,Out,2010,4/28/10
10667,COOK02,4/28/10,2,2800,UMCA,Alive,1,NA,16,FALSE,NA,FALSE,FALSE,Out,2010,4/28/10
10668,COOK02,4/28/10,5,6071,UMCA,Alive,1,NA,12,FALSE,NA,FALSE,FALSE,In,2010,4/28/10
10669,COOK02,4/28/10,3,472,UMCA,Dead,NA,4,-9999,FALSE,NA,FALSE,FALSE,Out,2010,4/28/10
10670,COOK02,4/28/10,3,2702,UMCA,Dead,NA,2,-9999,FALSE,NA,FALSE,FALSE,Out,2010,4/28/10
10671,COOK02,5/1/11,3,2702,UMCA,Alive,2,NA,110,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10672,COOK02,5/1/11,4,6070,UMCA,Alive,1,NA,98,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10673,COOK02,5/1/11,7,6074,UMCA,Alive,1,NA,93,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10674,COOK02,5/1/11,5,6071,UMCA,Alive,1,NA,36,FALSE,NA,FALSE,FALSE,In,2011,5/1/11
10675,COOK02,5/1/11,6,6073,UMCA,Alive,1,NA,12,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10676,COOK02,5/1/11,8,6075,UMCA,Alive,1,NA,59,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10677,COOK02,5/1/11,2,6072,UMCA,Alive,1,NA,44,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10678,COOK02,5/1/11,2,2800,UMCA,Alive,1,NA,42,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10679,COOK02,5/1/11,3,472,UMCA,Alive,2,NA,74,FALSE,NA,FALSE,FALSE,Out,2011,5/1/11
10680,COOK02,5/1/11,2,4717,UMCA,Alive,1,NA,42,FALSE,NA,FALSE,FALSE,In,2011,5/1/11
10681,COOK02,5/2/12,6,6073,UMCA,Alive,1,NA,100,FALSE,20.10000038,FALSE,FALSE,Out,2012,5/2/12
10682,COOK02,5/2/12,5,6071,UMCA,Alive,1,NA,83,FALSE,4.5,FALSE,FALSE,In,2012,5/2/12
10683,COOK02,5/2/12,5,4840,UMCA,Alive,1,NA,40,FALSE,2.900000095,FALSE,FALSE,In,2012,5/2/12
10684,COOK02,5/2/12,8,6075,UMCA,Alive,2,NA,145,FALSE,12,FALSE,FALSE,Out,2012,5/2/12
10685,COOK02,5/2/12,2,4717,UMCA,Alive,1,NA,183,FALSE,9.899999619,FALSE,FALSE,In,2012,5/2/12
10686,COOK02,5/2/12,2,6072,UMCA,Alive,1,NA,79,FALSE,13.5,FALSE,FALSE,Out,2012,5/2/12
10687,COOK02,5/2/12,2,2800,UMCA,Alive,1,NA,162,FALSE,9,FALSE,FALSE,Out,2012,5/2/12
10688,COOK02,5/2/12,4,6070,UMCA,Alive,2,NA,196,FALSE,10.60000038,FALSE,FALSE,Out,2012,5/2/12
10689,COOK02,5/2/12,3,472,UMCA,Alive,2,NA,155,FALSE,43.29999924,FALSE,FALSE,Out,2012,5/2/12
10690,COOK02,5/2/12,7,6074,UMCA,Alive,1,NA,102,FALSE,10.19999981,FALSE,FALSE,Out,2012,5/2/12
10691,COOK02,5/2/12,3,2702,UMCA,Alive,1,NA,103,FALSE,15.60000038,FALSE,FALSE,Out,2012,5/2/12
10692,COOK02,4/22/14,5,6071,UMCA,Alive,1,NA,80,FALSE,4.699999809,FALSE,FALSE,In,2014,4/22/14
10693,COOK02,4/22/14,8,6075,UMCA,Alive,1,NA,86,FALSE,12.19999981,FALSE,FALSE,Out,2014,4/22/14
10694,COOK02,4/22/14,7,6074,UMCA,Alive,1,NA,31,FALSE,10.19999981,FALSE,FALSE,Out,2014,4/22/14
10695,COOK02,4/22/14,6,6073,UMCA,Alive,1,NA,1,FALSE,21.60000038,FALSE,FALSE,Out,2014,4/22/14
10696,COOK02,4/22/14,5,6129,UMCA,Alive,1,NA,48,FALSE,2.299999952,FALSE,FALSE,In,2014,4/22/14
10697,COOK02,4/22/14,5,4840,UMCA,Alive,1,NA,87,FALSE,3.5,FALSE,FALSE,In,2014,4/22/14
10698,COOK02,4/22/14,2,2800,UMCA,Dead,NA,2,-9999,FALSE,8.600000381,FALSE,FALSE,Out,2014,4/22/14
10699,COOK02,4/22/14,3,472,UMCA,Alive,1,NA,183,FALSE,46.09999847,FALSE,FALSE,Out,2014,4/22/14
10700,COOK02,4/22/14,2,4717,UMCA,Alive,1,NA,83,FALSE,9.699999809,FALSE,FALSE,In,2014,4/22/14
10701,COOK02,4/22/14,3,2702,UMCA,Alive,1,NA,138,FALSE,15.30000019,FALSE,FALSE,Out,2014,4/22/14
10702,COOK02,4/22/14,2,6072,UMCA,Alive,1,NA,57,FALSE,13.39999962,FALSE,FALSE,Out,2014,4/22/14
10703,COOK02,4/22/14,4,6070,UMCA,Alive,1,NA,20,FALSE,10.30000019,FALSE,FALSE,Out,2014,4/22/14
10704,DOMAN01,1/14/04,1,1796,QUAG,Alive,NA,NA,NA,FALSE,17.79999924,FALSE,FALSE,In,2004,1/14/04
10705,DOMAN01,6/15/04,4,3658,UMCA,Alive,NA,NA,0,FALSE,3.299999952,FALSE,FALSE,In,2004,6/15/04
10706,DOMAN01,6/15/04,3,3657,UMCA,Alive,NA,NA,0,FALSE,1.399999976,FALSE,FALSE,In,2004,6/15/04
10707,DOMAN01,6/15/04,1,3649,UMCA,Alive,NA,NA,0,FALSE,1.299999952,FALSE,FALSE,In,2004,6/15/04
10708,DOMAN01,6/15/04,2,3652,UMCA,Alive,NA,NA,0,FALSE,2.099999905,FALSE,FALSE,In,2004,6/15/04
10709,DOMAN01,6/15/04,2,3651,UMCA,Alive,NA,NA,0,FALSE,2.299999952,FALSE,FALSE,In,2004,6/15/04
10710,DOMAN01,6/15/04,2,3650,UMCA,Alive,NA,NA,0,FALSE,1.200000048,FALSE,FALSE,In,2004,6/15/04
10711,DOMAN01,6/15/04,3,3655,UMCA,Alive,NA,NA,0,FALSE,2.5,FALSE,FALSE,In,2004,6/15/04
10712,DOMAN01,6/15/04,4,3659,UMCA,Alive,NA,NA,0,FALSE,2.900000095,FALSE,FALSE,In,2004,6/15/04
10713,DOMAN01,6/15/04,5,2771,UMCA,Alive,NA,NA,0,FALSE,1.299999952,FALSE,FALSE,In,2004,6/15/04
10714,DOMAN01,6/15/04,6,3660,UMCA,Alive,NA,NA,0,FALSE,3.299999952,FALSE,FALSE,Out,2004,6/15/04
10715,DOMAN01,6/15/04,2,2772,QUAG,Alive,NA,NA,NA,FALSE,22.79999924,FALSE,FALSE,In,2004,6/15/04
10716,DOMAN01,6/15/04,3,3647,QUAG,Alive,NA,NA,NA,FALSE,3.200000048,FALSE,FALSE,In,2004,6/15/04
10717,DOMAN01,6/15/04,3,3654,UMCA,Alive,NA,NA,0,FALSE,3.400000095,FALSE,FALSE,In,2004,6/15/04
10718,DOMAN01,6/15/04,3,3656,UMCA,Alive,NA,NA,0,FALSE,1.899999976,FALSE,FALSE,In,2004,6/15/04
10719,DOMAN01,4/21/05,6,3660,UMCA,X- Stem Missing,NA,NA,-9999,FALSE,NA,FALSE,FALSE,Out,2005,4/21/05
10720,DOMAN01,4/21/05,1,3649,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10721,DOMAN01,4/21/05,1,1796,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10722,DOMAN01,4/21/05,2,3650,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10723,DOMAN01,4/21/05,2,3651,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10724,DOMAN01,4/21/05,2,3652,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10725,DOMAN01,4/21/05,3,3654,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10726,DOMAN01,4/21/05,3,3657,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10727,DOMAN01,4/21/05,3,3656,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10728,DOMAN01,4/21/05,3,3647,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10729,DOMAN01,4/21/05,2,2772,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10730,DOMAN01,4/21/05,5,2771,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10731,DOMAN01,4/21/05,4,3658,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10732,DOMAN01,4/21/05,4,3659,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10733,DOMAN01,4/21/05,3,3655,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2005,4/21/05
10734,DOMAN01,4/17/06,3,3655,UMCA,X- Stem Missing,NA,NA,-9999,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10735,DOMAN01,4/17/06,2,3652,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10736,DOMAN01,4/17/06,6,3660,UMCA,Alive,NA,NA,57,FALSE,NA,FALSE,FALSE,Out,2006,4/17/06
10737,DOMAN01,4/17/06,3,3654,UMCA,Alive,NA,NA,30,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10738,DOMAN01,4/17/06,2,3651,UMCA,Alive,NA,NA,20,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10739,DOMAN01,4/17/06,3,3656,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10740,DOMAN01,4/17/06,3,3657,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10741,DOMAN01,4/17/06,4,3658,UMCA,Alive,NA,NA,128,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10742,DOMAN01,4/17/06,5,2771,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10743,DOMAN01,4/17/06,2,3650,UMCA,Alive,NA,NA,34,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10744,DOMAN01,4/17/06,2,2772,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10745,DOMAN01,4/17/06,8,6348,UMCA,Alive,NA,NA,26,FALSE,1.399999976,FALSE,FALSE,In,2006,4/17/06
10746,DOMAN01,4/17/06,6,6346,UMCA,Alive,NA,NA,24,FALSE,1.100000024,FALSE,FALSE,Out,2006,4/17/06
10747,DOMAN01,4/17/06,3,3647,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10748,DOMAN01,4/17/06,1,1796,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10749,DOMAN01,4/17/06,1,3649,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10750,DOMAN01,4/17/06,4,3659,UMCA,Alive,NA,NA,89,FALSE,NA,FALSE,FALSE,In,2006,4/17/06
10751,DOMAN01,5/3/07,3,3655,UMCA,Alive,NA,NA,42,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10752,DOMAN01,5/3/07,3,3657,UMCA,Alive,NA,NA,16,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10753,DOMAN01,5/3/07,6,6346,UMCA,Alive,NA,NA,14,FALSE,NA,FALSE,FALSE,Out,2007,5/3/07
10754,DOMAN01,5/3/07,3,3647,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10755,DOMAN01,5/3/07,2,2772,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10756,DOMAN01,5/3/07,6,3660,UMCA,Alive,NA,NA,26,FALSE,NA,FALSE,FALSE,Out,2007,5/3/07
10757,DOMAN01,5/3/07,5,2771,UMCA,Alive,NA,NA,39,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10758,DOMAN01,5/3/07,4,3659,UMCA,Alive,NA,NA,40,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10759,DOMAN01,5/3/07,8,6348,UMCA,X- Stem Missing,NA,NA,-9999,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10760,DOMAN01,5/3/07,4,3658,UMCA,Alive,NA,NA,40,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10761,DOMAN01,5/3/07,3,3656,UMCA,Alive,NA,NA,43,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10762,DOMAN01,5/3/07,3,3654,UMCA,Alive,NA,NA,30,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10763,DOMAN01,5/3/07,2,3652,UMCA,Alive,NA,NA,21,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10764,DOMAN01,5/3/07,2,3651,UMCA,Alive,NA,NA,19,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10765,DOMAN01,5/3/07,2,3650,UMCA,Alive,NA,NA,30,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10766,DOMAN01,5/3/07,1,3649,UMCA,Alive,NA,NA,0,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10767,DOMAN01,5/3/07,1,1796,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2007,5/3/07
10768,DOMAN01,5/2/08,4,3658,UMCA,Alive,NA,NA,58,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10769,DOMAN01,5/2/08,3,3656,UMCA,Alive,NA,NA,25,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10770,DOMAN01,5/2/08,3,3655,UMCA,Alive,NA,NA,31,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10771,DOMAN01,5/2/08,3,3654,UMCA,Alive,NA,NA,37,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10772,DOMAN01,5/2/08,2,3652,UMCA,Alive,NA,NA,30,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10773,DOMAN01,5/2/08,2,3651,UMCA,Alive,NA,NA,29,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10774,DOMAN01,5/2/08,2,3650,UMCA,Alive,NA,NA,12,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10775,DOMAN01,5/2/08,1,1796,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10776,DOMAN01,5/2/08,8,6348,UMCA,Alive,NA,NA,53,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10777,DOMAN01,5/2/08,3,3657,UMCA,Alive,NA,NA,29,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10778,DOMAN01,5/2/08,4,3659,UMCA,Alive,NA,NA,15,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10779,DOMAN01,5/2/08,5,2771,UMCA,Alive,NA,NA,25,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10780,DOMAN01,5/2/08,6,3660,UMCA,Alive,NA,NA,22,FALSE,NA,FALSE,FALSE,Out,2008,5/2/08
10781,DOMAN01,5/2/08,2,2772,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10782,DOMAN01,5/2/08,3,3647,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10783,DOMAN01,5/2/08,6,6346,UMCA,Alive,NA,NA,35,FALSE,NA,FALSE,FALSE,Out,2008,5/2/08
10784,DOMAN01,5/2/08,1,3649,UMCA,Alive,NA,NA,67,FALSE,NA,FALSE,FALSE,In,2008,5/2/08
10785,DOMAN01,4/14/09,5,2771,UMCA,Alive,NA,NA,21,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10786,DOMAN01,4/14/09,6,3660,UMCA,Alive,NA,NA,40,FALSE,NA,FALSE,FALSE,Out,2009,4/14/09
10787,DOMAN01,4/14/09,1,1796,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10788,DOMAN01,4/14/09,2,2772,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10789,DOMAN01,4/14/09,3,3647,QUAG,Alive,NA,NA,NA,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10790,DOMAN01,4/14/09,6,6346,UMCA,Alive,NA,NA,37,FALSE,NA,FALSE,FALSE,Out,2009,4/14/09
10791,DOMAN01,4/14/09,8,6348,UMCA,X- Stem Missing,NA,NA,-9999,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10792,DOMAN01,4/14/09,4,3659,UMCA,Alive,NA,NA,43,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10793,DOMAN01,4/14/09,4,3658,UMCA,Alive,NA,NA,38,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10794,DOMAN01,4/14/09,3,3657,UMCA,Alive,NA,NA,29,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10795,DOMAN01,4/14/09,3,3655,UMCA,Alive,NA,NA,24,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10796,DOMAN01,4/14/09,3,3654,UMCA,Alive,NA,NA,28,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10797,DOMAN01,4/14/09,2,3652,UMCA,Alive,NA,NA,38,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10798,DOMAN01,4/14/09,2,3651,UMCA,Alive,NA,NA,21,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10799,DOMAN01,4/14/09,2,3650,UMCA,Alive,NA,NA,30,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10800,DOMAN01,4/14/09,1,3649,UMCA,Alive,NA,NA,53,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10801,DOMAN01,4/14/09,3,3656,UMCA,Alive,NA,NA,21,FALSE,NA,FALSE,FALSE,In,2009,4/14/09
10802,DOMAN01,5/21/10,3,3654,UMCA,Alive,1,NA,3,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10803,DOMAN01,5/21/10,2,3651,UMCA,Alive,1,NA,7,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10804,DOMAN01,5/21/10,2,3652,UMCA,Alive,1,NA,16,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10805,DOMAN01,5/21/10,2,3650,UMCA,Alive,1,NA,4,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10806,DOMAN01,5/21/10,4,3659,UMCA,Alive,1,NA,36,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10807,DOMAN01,5/21/10,5,2771,UMCA,Alive,1,NA,64,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10808,DOMAN01,5/21/10,3,3655,UMCA,Alive,1,NA,42,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10809,DOMAN01,5/21/10,3,3656,UMCA,Alive,1,NA,51,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10810,DOMAN01,5/21/10,3,3657,UMCA,Alive,1,NA,13,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10811,DOMAN01,5/21/10,1,3649,UMCA,Alive,1,NA,52,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
10812,DOMAN01,5/21/10,7,6347,UMCA,Alive,1,NA,9,FALSE,1,FALSE,FALSE,In,2010,5/21/10
10813,DOMAN01,5/21/10,1,1796,QUAG,Alive,1,NA,NA,FALSE,NA,FALSE,FALSE,In,2010,5/21/10
